id_transaksi,id_pelanggan,id_produk,id_perusahaan,jumlah,total_harga,metode_pembayaran,tanggal_transaksi,status_transaksi
5149,1467,10,5,1,14553,Transfer Bank,2023-01-23 19:58:57,Batal
5150,309,89,13,1,31469,Transfer Bank,2023-09-12 10:59:22,Diproses
5151,979,44,13,3,37890,Tunai,2023-07-22 21:33:21,Diproses
5152,1732,143,11,6,184860,Kartu Kredit,2023-04-06 06:27:44,Diproses
5153,1318,166,22,10,294950,E-Wallet,2023-10-27 23:31:46,Selesai
5154,270,121,32,4,94620,Tunai,2023-11-12 16:24:07,Batal
5155,1661,265,4,8,55344,Debit,2023-02-14 15:45:50,Batal
5156,739,229,20,10,620130,Tunai,2023-03-18 18:42:16,Selesai
5157,403,8,7,9,244071,Transfer Bank,2023-07-29 02:31:17,Selesai
5158,1627,223,7,1,19376,Transfer Bank,2023-04-20 21:50:19,Selesai
5159,953,173,27,1,25299,Kartu Kredit,2023-11-05 20:41:19,Diproses
5160,573,63,50,4,89732,Tunai,2023-01-19 06:48:40,Batal
5161,1052,280,33,7,298438,E-Wallet,2023-09-10 06:57:09,Batal
5162,1057,249,21,6,163212,Debit,2023-09-23 03:53:39,Diproses
5163,693,3,33,10,217240,Debit,2023-08-12 07:45:52,Selesai
5164,622,172,23,1,14367,Debit,2023-08-29 05:53:27,Batal
5165,361,128,1,7,214767,E-Wallet,2023-08-30 13:41:20,Batal
5166,1387,202,29,3,260973,E-Wallet,2023-03-11 02:54:24,Diproses
5167,880,174,40,2,109580,Transfer Bank,2023-12-20 21:40:14,Selesai
5168,590,69,40,1,34917,Debit,2023-11-05 01:26:18,Selesai
5169,1334,284,40,5,73140,Debit,2023-12-21 16:36:55,Selesai
5170,1397,133,4,7,139132,Kartu Kredit,2023-02-11 04:24:57,Batal
5171,1796,198,35,5,118045,Kartu Kredit,2023-12-27 19:31:51,Batal
5172,1239,104,12,10,419340,Debit,2023-02-11 09:45:46,Batal
5173,1606,194,7,8,86008,Debit,2023-01-14 00:21:25,Batal
5174,1139,287,19,7,406427,Transfer Bank,2023-07-18 08:28:12,Diproses
5175,1708,185,42,9,222435,Debit,2023-06-23 09:51:19,Batal
5176,1271,39,43,2,49006,Tunai,2023-06-03 12:23:07,Diproses
5177,1662,224,24,8,96112,Kartu Kredit,2023-06-16 12:37:34,Batal
5178,1945,47,44,9,256329,E-Wallet,2023-08-31 15:41:27,Selesai
5179,1338,297,21,8,198280,Transfer Bank,2023-08-26 08:19:56,Batal
5180,444,233,45,8,209896,Tunai,2023-01-29 03:33:20,Selesai
5181,571,295,2,4,182724,Tunai,2023-06-17 10:42:12,Diproses
5182,545,183,50,10,104750,Transfer Bank,2023-02-27 04:11:16,Batal
5183,506,225,6,9,693117,Tunai,2023-04-16 00:22:40,Batal
5184,6,150,39,1,37968,E-Wallet,2023-09-01 23:51:54,Diproses
5185,412,200,10,6,510192,Tunai,2023-11-08 09:19:28,Diproses
5186,1717,229,20,6,372078,E-Wallet,2023-11-02 09:28:57,Diproses
5187,366,222,27,10,219620,Kartu Kredit,2023-10-21 22:22:07,Selesai
5188,1708,113,21,3,81717,E-Wallet,2023-03-22 21:53:44,Batal
5189,1590,255,5,2,115508,Kartu Kredit,2023-05-22 10:38:41,Batal
5190,1825,248,3,3,154134,Tunai,2023-03-01 22:10:22,Selesai
5191,10,14,30,9,278082,Debit,2023-06-27 19:19:46,Diproses
5192,1037,295,2,6,274086,Transfer Bank,2023-02-14 17:10:20,Batal
5193,480,73,21,5,112270,Kartu Kredit,2023-05-13 04:56:13,Batal
5194,780,11,1,1,24968,Transfer Bank,2023-07-29 13:55:20,Diproses
5195,1750,1,15,6,442236,E-Wallet,2023-11-12 00:54:35,Diproses
5196,436,209,9,10,249630,Tunai,2023-09-28 23:48:48,Selesai
5197,64,104,12,5,209670,Tunai,2023-11-15 21:42:24,Selesai
5198,1684,208,22,6,209730,Kartu Kredit,2023-02-18 13:10:35,Diproses
5199,1056,166,22,7,206465,Transfer Bank,2023-04-14 16:19:05,Diproses
5200,1823,228,49,8,777248,Tunai,2023-10-13 23:26:17,Batal
5201,1641,23,43,7,136395,Tunai,2023-01-10 16:01:43,Batal
5202,558,194,7,2,21502,Debit,2023-11-02 17:02:39,Selesai
5203,507,228,49,1,97156,Tunai,2023-11-01 10:47:42,Batal
5204,1502,41,27,8,610328,Debit,2023-12-13 07:35:34,Batal
5205,404,199,48,9,248580,E-Wallet,2023-02-02 00:28:21,Diproses
5206,1492,196,30,4,54000,Transfer Bank,2023-12-20 13:46:39,Diproses
5207,939,224,24,3,36042,Tunai,2023-12-19 01:36:54,Batal
5208,1827,245,9,8,105624,Debit,2023-11-20 06:59:17,Selesai
5209,1514,167,44,5,193120,Debit,2023-11-20 15:17:32,Diproses
5210,896,220,34,2,50334,Transfer Bank,2023-02-27 23:01:27,Batal
5211,1558,277,43,8,508432,Debit,2023-01-27 01:07:28,Batal
5212,349,251,21,9,314649,Debit,2023-12-09 16:21:55,Selesai
5213,1286,33,6,5,30510,Tunai,2023-10-09 20:52:51,Diproses
5214,1238,258,12,9,705771,E-Wallet,2023-03-09 05:36:15,Batal
5215,425,133,4,10,198760,Kartu Kredit,2023-02-01 21:45:56,Diproses
5216,330,70,29,4,94008,Kartu Kredit,2023-08-12 18:57:46,Diproses
5217,1710,269,10,3,39315,Tunai,2023-05-02 23:05:43,Diproses
5218,1609,13,25,1,17956,E-Wallet,2023-09-29 08:08:15,Selesai
5219,434,71,16,1,28802,Debit,2023-10-06 23:44:12,Batal
5220,1942,262,21,5,60245,Debit,2023-06-13 01:50:24,Batal
5221,1892,248,3,2,102756,Debit,2023-11-19 08:36:20,Diproses
5222,545,57,39,8,186032,E-Wallet,2023-06-01 16:32:31,Selesai
5223,608,162,25,7,382060,Transfer Bank,2023-08-17 18:46:38,Selesai
5224,1182,44,13,2,25260,E-Wallet,2023-09-24 06:27:43,Diproses
5225,636,190,5,8,699304,E-Wallet,2023-07-10 21:34:46,Diproses
5226,1938,231,36,7,550445,Debit,2023-11-14 01:36:02,Batal
5227,1474,222,27,7,153734,E-Wallet,2023-12-01 12:09:22,Batal
5228,985,202,29,1,86991,Transfer Bank,2023-05-18 00:13:41,Selesai
5229,18,257,10,6,139080,Kartu Kredit,2023-08-16 14:59:33,Batal
5230,637,169,41,6,463254,Kartu Kredit,2023-01-28 10:07:46,Batal
5231,745,32,33,5,138165,Transfer Bank,2023-08-31 00:41:32,Diproses
5232,1064,254,48,9,359784,Kartu Kredit,2023-08-19 09:48:49,Diproses
5233,1027,250,41,3,23637,E-Wallet,2023-05-21 00:58:07,Batal
5234,1517,142,23,3,39078,Kartu Kredit,2023-01-02 22:06:30,Batal
5235,158,284,40,6,87768,Tunai,2023-06-10 20:11:44,Diproses
5236,349,275,39,8,56304,Kartu Kredit,2023-09-08 15:08:32,Diproses
5237,885,142,23,1,13026,Tunai,2023-05-28 12:57:27,Batal
5238,287,157,18,7,162057,E-Wallet,2023-03-20 12:21:14,Diproses
5239,77,126,7,3,101454,Tunai,2023-04-10 18:53:00,Selesai
5240,114,100,34,2,47892,Transfer Bank,2023-09-28 09:57:53,Selesai
5241,1161,123,27,4,319248,Tunai,2023-12-15 07:08:01,Selesai
5242,223,58,14,9,304308,Debit,2023-09-17 15:39:13,Selesai
5243,821,182,44,5,174925,Transfer Bank,2023-07-26 12:31:17,Batal
5244,703,268,42,8,161000,Debit,2023-05-25 06:55:00,Selesai
5245,1427,149,29,6,75588,Kartu Kredit,2023-08-10 04:14:51,Batal
5246,214,176,17,2,74072,Debit,2023-03-16 21:33:38,Batal
5247,1247,235,10,5,60440,Debit,2023-06-26 15:15:18,Diproses
5248,1954,268,42,4,80500,Debit,2023-01-29 07:05:07,Batal
5249,1962,293,11,9,334431,Kartu Kredit,2023-09-10 11:59:41,Diproses
5250,935,46,5,4,84148,Debit,2023-05-16 13:49:28,Batal
5251,1957,218,39,10,213570,E-Wallet,2023-12-07 12:04:11,Selesai
5252,1346,105,22,9,170055,Transfer Bank,2023-05-19 00:34:46,Diproses
5253,1813,276,10,7,204344,Debit,2023-01-27 12:31:30,Batal
5254,1339,274,44,3,33900,Debit,2023-09-23 01:31:01,Batal
5255,1852,24,5,2,57270,Transfer Bank,2023-08-27 17:40:44,Diproses
5256,1195,57,39,7,162778,Kartu Kredit,2023-04-13 10:12:24,Batal
5257,1914,157,18,8,185208,E-Wallet,2023-10-01 06:47:03,Selesai
5258,1213,101,38,7,184051,Transfer Bank,2023-04-21 06:40:24,Selesai
5259,884,269,10,6,78630,Tunai,2023-07-08 10:49:26,Diproses
5260,938,98,1,7,92162,E-Wallet,2023-08-08 06:21:16,Diproses
5261,1718,25,7,2,111060,Tunai,2023-02-20 22:05:28,Diproses
5262,1906,254,48,2,79952,Transfer Bank,2023-10-22 18:24:45,Selesai
5263,1392,161,27,3,70854,Tunai,2023-03-14 23:06:02,Diproses
5264,1957,233,45,3,78711,Tunai,2023-12-22 09:24:54,Selesai
5265,255,188,35,2,51524,Transfer Bank,2023-01-17 02:29:17,Diproses
5266,562,181,19,7,127638,Kartu Kredit,2023-11-17 21:17:59,Batal
5267,1671,139,18,7,550760,Kartu Kredit,2023-02-28 10:48:08,Selesai
5268,193,201,27,6,432750,E-Wallet,2023-06-08 11:09:19,Selesai
5269,1295,121,32,10,236550,Kartu Kredit,2023-09-21 08:28:28,Batal
5270,75,268,42,3,60375,Debit,2023-03-15 05:58:40,Diproses
5271,270,197,3,3,40452,Debit,2023-04-04 10:23:24,Diproses
5272,1103,47,44,5,142405,Tunai,2023-04-02 06:31:21,Selesai
5273,1318,254,48,6,239856,Debit,2023-11-29 02:21:40,Diproses
5274,1550,270,46,5,67615,Tunai,2023-09-19 04:44:14,Batal
5275,1831,82,40,1,91624,Kartu Kredit,2023-12-10 08:49:59,Batal
5276,1084,153,19,4,61548,Debit,2023-01-20 03:13:55,Batal
5277,574,189,31,1,25106,Transfer Bank,2023-03-24 11:19:19,Diproses
5278,1776,127,11,3,179037,Transfer Bank,2023-01-22 00:19:23,Diproses
5279,1311,290,34,10,835200,E-Wallet,2023-01-10 11:49:47,Selesai
5280,543,139,18,1,78680,Debit,2023-12-27 08:24:02,Selesai
5281,177,13,25,10,179560,Tunai,2023-07-01 18:36:36,Batal
5282,198,286,27,3,291789,Kartu Kredit,2023-09-21 04:25:12,Batal
5283,1439,124,29,3,79512,E-Wallet,2023-07-04 08:39:56,Diproses
5284,1318,113,21,8,217912,E-Wallet,2023-05-18 17:06:07,Batal
5285,527,226,9,7,439474,Tunai,2023-06-19 22:27:28,Selesai
5286,909,183,50,8,83800,Kartu Kredit,2023-05-12 02:13:27,Batal
5287,635,286,27,2,194526,Debit,2023-07-01 19:29:58,Selesai
5288,369,200,10,7,595224,E-Wallet,2023-02-11 01:41:14,Batal
5289,1826,127,11,10,596790,Kartu Kredit,2023-11-07 03:50:15,Diproses
5290,1526,66,12,10,115070,Debit,2023-03-11 14:33:51,Batal
5291,1450,27,29,3,60876,Tunai,2023-05-15 06:35:02,Selesai
5292,1913,51,28,4,171120,Debit,2023-11-19 12:52:54,Selesai
5293,1304,128,1,10,306810,Tunai,2023-06-19 14:00:14,Selesai
5294,968,277,43,10,635540,Debit,2023-07-15 19:55:05,Selesai
5295,1827,148,4,8,149840,E-Wallet,2023-03-15 09:05:02,Selesai
5296,1444,290,34,2,167040,Kartu Kredit,2023-08-23 04:33:52,Diproses
5297,1771,23,43,4,77940,E-Wallet,2023-12-23 21:19:01,Selesai
5298,1411,57,39,3,69762,E-Wallet,2023-05-15 14:53:41,Diproses
5299,497,291,9,6,406236,Debit,2023-06-29 09:46:29,Diproses
5300,1885,45,15,5,229310,Kartu Kredit,2023-02-02 17:30:26,Diproses
5301,184,216,4,3,68364,Kartu Kredit,2023-01-14 01:08:29,Diproses
5302,802,167,44,10,386240,Tunai,2023-01-18 19:25:44,Selesai
5303,1469,142,23,5,65130,Kartu Kredit,2023-06-02 23:10:19,Batal
5304,1796,111,36,7,157997,Debit,2023-04-23 15:56:27,Batal
5305,431,83,37,10,678470,E-Wallet,2023-08-17 10:47:21,Selesai
5306,518,76,27,3,261318,Tunai,2023-09-03 06:23:06,Selesai
5307,950,77,37,3,30531,E-Wallet,2023-06-04 13:22:53,Diproses
5308,1025,123,27,6,478872,Kartu Kredit,2023-06-29 08:25:59,Diproses
5309,97,260,49,8,243472,Transfer Bank,2023-05-05 02:57:33,Diproses
5310,988,55,25,1,15152,Transfer Bank,2023-12-22 17:45:19,Selesai
5311,386,277,43,6,381324,Kartu Kredit,2023-01-16 08:05:41,Selesai
5312,90,23,43,1,19485,E-Wallet,2023-03-24 05:14:47,Diproses
5313,1998,72,29,6,65172,Transfer Bank,2023-10-11 20:20:06,Batal
5314,1322,244,1,8,229064,Debit,2023-04-21 04:08:52,Batal
5315,758,283,33,7,487018,Tunai,2023-07-06 04:39:02,Selesai
5316,1133,159,23,8,189280,Tunai,2023-04-04 17:21:05,Batal
5317,562,216,4,4,91152,Kartu Kredit,2023-03-13 09:14:16,Diproses
5318,588,194,7,6,64506,E-Wallet,2023-11-29 07:25:43,Diproses
5319,584,34,50,6,54240,Debit,2023-10-18 17:07:36,Batal
5320,1505,103,40,6,34302,Tunai,2023-06-30 19:08:29,Batal
5321,1014,105,22,6,113370,Tunai,2023-11-14 12:49:27,Diproses
5322,751,56,20,8,389520,E-Wallet,2023-08-09 22:21:32,Diproses
5323,792,184,40,10,665420,Debit,2023-12-21 14:53:13,Diproses
5324,837,168,46,7,458997,Tunai,2023-01-17 05:22:17,Diproses
5325,1888,118,32,4,246664,E-Wallet,2023-10-16 22:10:01,Batal
5326,315,94,26,10,632890,E-Wallet,2023-10-14 03:07:59,Batal
5327,1057,132,15,3,76998,Tunai,2023-01-04 09:08:02,Diproses
5328,328,95,16,3,78771,Debit,2023-02-05 22:55:09,Diproses
5329,544,174,40,6,328740,E-Wallet,2023-12-23 10:36:01,Diproses
5330,1299,189,31,4,100424,E-Wallet,2023-09-07 00:10:30,Selesai
5331,471,249,21,7,190414,E-Wallet,2023-01-18 12:07:07,Batal
5332,144,146,33,3,67191,E-Wallet,2023-04-30 04:22:30,Selesai
5333,118,95,16,10,262570,E-Wallet,2023-01-18 22:58:25,Diproses
5334,159,113,21,8,217912,Kartu Kredit,2023-03-11 11:49:17,Diproses
5335,1146,74,25,2,31562,Tunai,2023-08-29 18:12:01,Selesai
5336,741,77,37,5,50885,Kartu Kredit,2023-08-24 09:21:44,Selesai
5337,341,190,5,1,87413,Tunai,2023-10-06 04:23:31,Diproses
5338,1367,157,18,10,231510,E-Wallet,2023-12-15 15:49:19,Selesai
5339,1141,134,19,1,52183,E-Wallet,2023-11-09 17:34:30,Batal
5340,1387,169,41,4,308836,Transfer Bank,2023-01-22 03:22:22,Diproses
5341,959,276,10,4,116768,Debit,2023-10-19 20:42:52,Batal
5342,826,235,10,10,120880,Tunai,2023-01-20 12:48:21,Batal
5343,1036,80,28,5,224985,Debit,2023-06-05 01:10:24,Batal
5344,804,194,7,10,107510,Debit,2023-09-25 03:04:05,Diproses
5345,455,221,7,1,48706,Transfer Bank,2023-09-04 03:16:54,Batal
5346,431,266,40,7,167167,Transfer Bank,2023-03-03 15:50:07,Diproses
5347,1523,183,50,1,10475,Transfer Bank,2023-05-07 23:40:03,Batal
5348,1187,93,38,6,116370,E-Wallet,2023-03-06 03:28:16,Diproses
5349,977,95,16,7,183799,E-Wallet,2023-08-08 15:27:06,Selesai
5350,432,74,25,6,94686,E-Wallet,2023-10-13 05:11:02,Selesai
5351,1000,126,7,5,169090,E-Wallet,2023-12-24 23:54:35,Diproses
5352,1680,85,14,8,107504,Tunai,2023-10-10 14:14:29,Diproses
5353,554,240,29,3,84636,Kartu Kredit,2023-10-31 07:03:00,Diproses
5354,1393,124,29,5,132520,Debit,2023-12-06 21:48:53,Batal
5355,853,204,13,2,25500,Tunai,2023-05-18 06:16:52,Selesai
5356,1920,153,19,10,153870,E-Wallet,2023-02-03 18:17:05,Diproses
5357,99,194,7,9,96759,E-Wallet,2023-03-07 13:23:21,Diproses
5358,1667,282,10,7,182777,Transfer Bank,2023-09-28 01:34:09,Diproses
5359,1958,242,19,10,258080,Kartu Kredit,2023-04-16 13:43:27,Batal
5360,1238,131,41,1,48263,Kartu Kredit,2023-09-22 03:44:41,Diproses
5361,1385,185,42,2,49430,Transfer Bank,2023-06-15 22:12:12,Diproses
5362,1449,166,22,7,206465,Tunai,2023-03-31 03:32:30,Diproses
5363,614,140,31,1,37482,Transfer Bank,2023-07-29 19:19:49,Selesai
5364,1425,121,32,2,47310,Transfer Bank,2023-04-07 03:33:23,Diproses
5365,57,63,50,7,157031,Transfer Bank,2023-10-15 20:29:58,Selesai
5366,549,241,18,7,287462,Transfer Bank,2023-01-27 10:53:47,Selesai
5367,1322,105,22,8,151160,E-Wallet,2023-08-22 23:24:25,Selesai
5368,1294,283,33,1,69574,Tunai,2023-10-29 07:52:16,Diproses
5369,1796,81,44,3,256938,Tunai,2023-01-30 19:37:51,Batal
5370,441,50,8,9,296325,Debit,2023-03-12 01:16:07,Selesai
5371,13,79,35,4,215764,Transfer Bank,2023-02-08 14:31:57,Batal
5372,312,111,36,2,45142,Kartu Kredit,2023-04-05 03:00:50,Batal
5373,1305,112,20,2,41718,Debit,2023-10-26 06:29:46,Selesai
5374,1216,284,40,3,43884,Tunai,2023-03-07 05:30:54,Batal
5375,94,94,26,4,253156,Tunai,2023-08-02 07:30:46,Diproses
5376,1875,219,41,8,116184,Kartu Kredit,2023-01-14 13:53:27,Selesai
5377,375,179,20,10,356000,Tunai,2023-12-15 13:55:09,Selesai
5378,201,234,49,8,110208,Debit,2023-06-04 21:34:44,Diproses
5379,1429,8,7,1,27119,Tunai,2023-09-26 01:42:11,Selesai
5380,1344,298,3,2,61764,E-Wallet,2023-05-27 02:36:25,Batal
5381,1727,109,45,3,64797,Debit,2023-11-27 01:58:39,Batal
5382,1085,123,27,5,399060,Kartu Kredit,2023-11-01 12:52:55,Diproses
5383,1864,247,46,2,13604,Debit,2023-12-21 15:07:54,Selesai
5384,641,146,33,8,179176,Debit,2023-06-19 01:52:44,Diproses
5385,237,59,11,8,143088,Tunai,2023-12-15 17:07:15,Diproses
5386,1414,283,33,8,556592,Tunai,2023-02-21 19:08:20,Batal
5387,289,273,41,3,119016,Tunai,2023-11-24 16:28:12,Batal
5388,110,24,5,10,286350,Kartu Kredit,2023-09-13 01:42:54,Diproses
5389,1473,267,48,1,37271,Transfer Bank,2023-12-29 09:02:52,Diproses
5390,414,145,17,10,973170,Tunai,2023-03-11 09:48:08,Selesai
5391,344,58,14,7,236684,Tunai,2023-01-10 17:05:01,Batal
5392,1764,110,31,3,46914,Debit,2023-09-29 00:50:36,Selesai
5393,1119,120,17,3,251970,Debit,2023-03-14 14:03:18,Diproses
5394,924,197,3,3,40452,Debit,2023-02-27 07:18:58,Diproses
5395,1780,22,43,3,101715,Tunai,2023-03-27 12:48:34,Selesai
5396,203,224,24,8,96112,Transfer Bank,2023-05-15 11:57:31,Diproses
5397,595,85,14,9,120942,Kartu Kredit,2023-03-07 00:53:22,Batal
5398,1012,14,30,2,61796,Tunai,2023-06-05 16:34:41,Batal
5399,1036,57,39,2,46508,E-Wallet,2023-12-25 11:03:03,Batal
5400,1628,275,39,7,49266,Kartu Kredit,2023-08-21 03:55:31,Selesai
5401,368,164,7,2,20920,Debit,2023-03-15 07:45:45,Diproses
5402,814,132,15,3,76998,E-Wallet,2023-06-21 19:41:08,Selesai
5403,1597,9,9,3,105207,Kartu Kredit,2023-01-16 20:14:42,Diproses
5404,1175,154,31,2,53076,E-Wallet,2023-09-24 07:50:04,Batal
5405,428,12,31,5,185365,Tunai,2023-05-21 04:53:39,Selesai
5406,159,268,42,5,100625,Tunai,2023-01-24 13:17:10,Diproses
5407,702,15,36,8,216728,Debit,2023-11-05 21:20:39,Batal
5408,6,271,29,5,213755,Transfer Bank,2023-05-05 05:46:39,Selesai
5409,1122,150,39,7,265776,E-Wallet,2023-06-23 10:26:11,Selesai
5410,477,255,5,9,519786,Debit,2023-06-19 09:20:32,Batal
5411,1250,252,6,1,31898,Tunai,2023-08-06 03:29:34,Diproses
5412,1488,117,36,1,67408,E-Wallet,2023-06-02 12:15:38,Batal
5413,1352,151,36,1,30223,Debit,2023-12-29 15:18:38,Diproses
5414,476,165,27,6,313524,Tunai,2023-02-02 16:54:03,Batal
5415,1849,84,30,8,267312,Kartu Kredit,2023-06-26 12:49:43,Diproses
5416,1219,227,36,4,187892,Kartu Kredit,2023-08-02 00:22:15,Selesai
5417,1157,14,30,2,61796,Transfer Bank,2023-12-19 13:04:32,Selesai
5418,268,6,23,6,144066,Tunai,2023-02-04 22:46:33,Selesai
5419,130,99,41,5,245970,Tunai,2023-06-15 21:35:03,Selesai
5420,1741,197,3,9,121356,Tunai,2023-01-29 08:22:19,Diproses
5421,1222,21,43,6,170208,Tunai,2023-03-11 10:15:30,Batal
5422,85,206,16,6,97050,Tunai,2023-01-26 16:29:59,Diproses
5423,961,140,31,8,299856,Tunai,2023-10-07 05:42:27,Selesai
5424,944,26,23,7,302799,Debit,2023-07-30 00:20:01,Batal
5425,1924,226,9,10,627820,E-Wallet,2023-12-21 07:48:14,Diproses
5426,1139,208,22,4,139820,Tunai,2023-03-05 12:11:15,Batal
5427,1699,29,9,8,720592,Transfer Bank,2023-01-10 19:15:08,Batal
5428,1300,153,19,9,138483,Tunai,2023-04-06 17:06:17,Diproses
5429,1347,267,48,2,74542,Transfer Bank,2023-01-25 05:59:25,Selesai
5430,205,141,38,6,234432,E-Wallet,2023-07-14 02:55:00,Diproses
5431,824,238,20,8,716008,E-Wallet,2023-12-17 08:21:37,Selesai
5432,1197,174,40,3,164370,Debit,2023-08-08 05:28:07,Batal
5433,1512,15,36,2,54182,E-Wallet,2023-01-16 03:36:16,Diproses
5434,314,49,28,8,127280,E-Wallet,2023-04-30 00:04:30,Batal
5435,154,248,3,8,411024,Tunai,2023-02-20 01:46:24,Selesai
5436,1363,106,13,9,673263,Tunai,2023-04-08 16:55:09,Diproses
5437,717,118,32,5,308330,E-Wallet,2023-07-16 01:05:30,Selesai
5438,902,236,41,3,231450,Debit,2023-12-01 18:46:26,Selesai
5439,1493,77,37,1,10177,Transfer Bank,2023-12-23 06:50:41,Batal
5440,1303,94,26,9,569601,Debit,2023-07-23 13:17:12,Diproses
5441,1138,243,3,4,158132,Debit,2023-10-03 06:03:43,Diproses
5442,1022,90,43,8,414824,Kartu Kredit,2023-08-29 13:13:06,Diproses
5443,1795,98,1,4,52664,Debit,2023-09-30 01:56:49,Batal
5444,1827,9,9,3,105207,Debit,2023-01-12 15:44:24,Diproses
5445,498,295,2,9,411129,E-Wallet,2023-09-16 15:22:00,Batal
5446,401,271,29,5,213755,E-Wallet,2023-04-22 03:24:28,Diproses
5447,586,137,21,3,16941,E-Wallet,2023-04-07 11:49:59,Diproses
5448,1142,120,17,6,503940,E-Wallet,2023-11-06 03:51:27,Diproses
5449,711,68,34,4,115004,Transfer Bank,2023-01-31 01:48:01,Diproses
5450,1502,284,40,7,102396,E-Wallet,2023-06-07 09:18:28,Selesai
5451,1616,80,28,8,359976,Kartu Kredit,2023-05-10 12:21:17,Selesai
5452,1701,121,32,5,118275,Tunai,2023-06-01 15:03:45,Diproses
5453,324,29,9,2,180148,E-Wallet,2023-06-14 17:08:53,Selesai
5454,504,139,18,1,78680,Tunai,2023-04-12 16:10:58,Diproses
5455,1798,69,40,2,69834,Debit,2023-06-04 16:57:42,Diproses
5456,402,131,41,6,289578,Kartu Kredit,2023-12-06 07:09:47,Batal
5457,434,206,16,3,48525,Transfer Bank,2023-08-05 03:55:56,Batal
5458,373,112,20,4,83436,Debit,2023-06-28 09:38:22,Selesai
5459,581,142,23,5,65130,Debit,2023-05-22 00:03:20,Diproses
5460,241,157,18,4,92604,Debit,2023-12-05 08:45:28,Batal
5461,1913,76,27,2,174212,Tunai,2023-02-10 21:01:41,Batal
5462,696,136,29,10,900480,Debit,2023-04-24 19:13:01,Diproses
5463,681,245,9,5,66015,Kartu Kredit,2023-10-25 05:11:56,Selesai
5464,1294,284,40,9,131652,Debit,2023-03-11 18:17:23,Diproses
5465,1574,154,31,7,185766,Kartu Kredit,2023-07-16 09:09:32,Selesai
5466,1842,188,35,2,51524,Kartu Kredit,2023-08-31 08:28:42,Selesai
5467,252,209,9,5,124815,E-Wallet,2023-09-07 04:54:13,Diproses
5468,356,129,19,7,251503,Debit,2023-03-11 03:23:30,Diproses
5469,1222,257,10,8,185440,Kartu Kredit,2023-04-09 07:51:54,Batal
5470,1492,105,22,6,113370,Kartu Kredit,2023-09-11 03:20:53,Diproses
5471,1267,271,29,8,342008,Debit,2023-10-24 23:16:28,Diproses
5472,1168,61,16,6,495546,Kartu Kredit,2023-11-28 16:28:57,Selesai
5473,126,238,20,6,537006,Tunai,2023-04-12 09:32:25,Batal
5474,1934,39,43,9,220527,Kartu Kredit,2023-11-29 16:23:24,Batal
5475,984,292,36,3,106968,Kartu Kredit,2023-01-19 22:04:20,Batal
5476,1962,239,11,9,635913,Kartu Kredit,2023-04-12 00:04:42,Batal
5477,1516,101,38,2,52586,Tunai,2023-10-09 06:12:06,Diproses
5478,188,72,29,5,54310,E-Wallet,2023-04-27 10:53:54,Selesai
5479,1522,245,9,9,118827,E-Wallet,2023-03-07 05:47:26,Batal
5480,422,25,7,2,111060,Debit,2023-09-03 09:46:31,Batal
5481,28,218,39,7,149499,Transfer Bank,2023-06-01 04:07:59,Selesai
5482,1486,14,30,7,216286,Transfer Bank,2023-09-01 08:51:11,Batal
5483,497,229,20,5,310065,Transfer Bank,2023-02-09 18:48:30,Selesai
5484,1637,33,6,9,54918,E-Wallet,2023-08-21 03:09:58,Diproses
5485,1288,19,39,7,324380,Debit,2023-01-04 11:27:33,Batal
5486,159,137,21,8,45176,Tunai,2023-05-16 22:12:06,Diproses
5487,19,53,47,2,43344,Kartu Kredit,2023-05-04 15:53:59,Selesai
5488,285,98,1,2,26332,E-Wallet,2023-01-18 03:02:28,Selesai
5489,1864,131,41,1,48263,Kartu Kredit,2023-12-20 13:12:42,Batal
5490,339,286,27,10,972630,Transfer Bank,2023-06-11 09:53:45,Diproses
5491,1971,117,36,3,202224,Tunai,2023-12-26 10:18:55,Selesai
5492,124,284,40,7,102396,Tunai,2023-04-13 15:12:26,Diproses
5493,1438,281,14,5,78800,Kartu Kredit,2023-05-25 10:35:54,Selesai
5494,1742,237,25,10,202270,E-Wallet,2023-10-24 06:22:11,Batal
5495,1266,232,15,9,583290,Debit,2023-03-05 15:54:26,Selesai
5496,1908,32,33,2,55266,Debit,2023-02-02 22:10:54,Batal
5497,1717,139,18,3,236040,Debit,2023-06-02 08:05:47,Selesai
5498,1315,244,1,4,114532,E-Wallet,2023-03-07 20:35:57,Selesai
5499,1445,274,44,7,79100,Tunai,2023-10-07 00:00:00,Batal
5500,1186,189,31,3,75318,Transfer Bank,2023-10-01 15:38:02,Batal
5501,1516,140,31,8,299856,Debit,2023-09-14 04:49:55,Batal
5502,1429,224,24,4,48056,E-Wallet,2023-09-30 18:10:04,Diproses
5503,1032,88,15,10,778810,Kartu Kredit,2023-01-12 03:38:27,Batal
5504,644,256,50,8,185472,Transfer Bank,2023-07-02 05:31:48,Diproses
5505,1681,274,44,4,45200,E-Wallet,2023-06-22 06:26:51,Batal
5506,33,241,18,5,205330,Tunai,2023-01-16 16:11:36,Batal
5507,1202,112,20,10,208590,Debit,2023-10-11 09:53:12,Diproses
5508,1097,53,47,6,130032,Tunai,2023-10-27 18:27:00,Batal
5509,1674,118,32,10,616660,Tunai,2023-04-02 19:14:21,Batal
